datetime,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2017-05-03 10:32:26.700709,28.860490798950195,26.787500381469727,39.710330963134766,999.160400390625,1.905765572075893,54.907849756597486,105.07894966341279,-4.528182029724121,-0.9397360682487488,18.389921188354492,-0.0012341781985014677,0.012625213712453842,0.007798299193382263,0.0047370195388793945,0.0005316063761711121,-0.0011040475219488144
2017-05-03 10:32:46.771884,28.765625,26.789583206176758,39.9366455078125,999.140380859375,4.277481526688178,54.86782143296662,104.95921644726246,-9.788002014160156,-1.16463041305542,38.250694274902344,-0.0007405069191008806,0.011411250568926334,0.00682351179420948,0.00035572052001953125,0.0008122846484184265,-0.000401470810174942
2017-05-03 10:32:59.235752,28.84151840209961,26.802082061767578,39.91438293457031,999.144287109375,4.658340131884083,56.605189331386086,104.54572362509906,-12.27281665802002,-1.3580294847488403,45.936893463134766,-0.0007405069191008806,0.012868006713688374,0.0075546023435890675,0.0011837482452392578,0.0011083707213401794,0.00020004156976938248
2017-05-03 10:33:22.627034,28.82254409790039,26.820833206176758,40.11472702026367,999.178955078125,6.681586024901253,57.11771306632551,103.51529396615426,-13.672269821166992,-0.7973735928535461,48.49315643310547,-0.0004936712794005871,0.011654043570160866,0.00682351179420948,-0.0016019344329833984,0.00044992566108703613,-0.00034915097057819366
2017-05-03 10:33:48.693238,28.82254409790039,26.850000381469727,40.066497802734375,999.13427734375,5.571171435681015,56.93636812876708,104.0292930219544,-14.945331573486328,-0.20958369970321655,49.41695785522461,-0.00024683563970029354,0.012139628641307354,0.008041995577514172,-0.0006860196590423584,0.0004701390862464905,0.0008453242480754852
2017-05-03 10:34:09.874094,29.03125,26.885417938232422,39.9848747253418,999.17626953125,7.568629095713156,60.32030339077986,103.23807024812179,-16.182748794555664,0.44507232308387756,50.01310729980469,-0.0009873425588011742,0.011896836571395397,0.005848724395036697,0.0022180378437042236,-0.000756487250328064,-0.000658087432384491
2017-05-03 10:34:40.217276,29.05022430419922,26.90833282470703,40.396690368652344,999.176025390625,11.799246560071762,57.982234015236116,104.28448254972442,-17.359914779663086,1.443257451057434,50.156978607177734,0.0021820133551955223,0.014324761927127838,0.008285692892968655,-0.0008375942707061768,0.002537354826927185,-0.0005558198317885399
2017-05-03 10:35:15.690828,28.97433090209961,26.943750381469727,39.89954376220703,999.12646484375,12.36244859110538,58.13795549812323,107.85271680611164,-18.401958465576172,2.7413506507873535,49.90242004394531,-0.0007405069191008806,0.012868006713688374,0.006092421244829893,0.0006838887929916382,0.0006489679217338562,-0.0008344892412424088
2017-05-03 10:35:46.619926,28.95535659790039,26.960416793823242,39.613868713378906,999.138427734375,13.87709938861636,63.35806417508888,108.25900377870069,-19.783737182617188,3.580869674682617,49.21867370605469,-0.0009873425588011742,0.011896836571395397,0.005848724395036697,0.0035332143306732178,-0.0023165717720985413,-0.0001896210014820099
2017-05-03 10:36:04.726838,29.03125,26.96875,39.84760284423828,999.13134765625,14.578784358845635,63.271757904736596,112.29796784249602,-21.04560661315918,4.560487747192383,49.078224182128906,-0.0007405069191008806,0.01311079878360033,0.005848724395036697,0.0061179399490356445,0.0006106644868850708,0.0004185279831290245
2017-05-03 10:36:27.782423,28.993303298950195,26.975000381469727,40.021976470947266,999.126953125,13.488003148394597,67.59006304520712,111.80853697714042,-21.913999557495117,5.1360554695129395,48.51128387451172,-0.0004936712794005871,0.011896836571395397,0.006092421244829893,0.0014316141605377197,-0.0014218688011169434,0.0028033293783664703
2017-05-03 10:36:49.162805,29.069196701049805,26.981250762939453,40.047943115234375,999.118408203125,12.345454226676742,68.76721199771296,114.86049089454472,-22.78946304321289,5.817807197570801,47.53865432739258,-0.0009873425588011742,0.014081968925893307,0.007798299193382263,-0.0015250742435455322,0.0018156617879867554,-0.0002843402326107025
2017-05-03 10:37:06.605259,28.87946319580078,26.96666717529297,39.99229431152344,999.130859375,11.109128515201904,68.90448513965188,114.6663222768196,-23.66819190979004,6.324158668518066,47.128028869628906,-0.0004936712794005871,0.011411250568926334,0.0075546023435890675,-0.00038792192935943604,0.0005943551659584045,0.00030495133250951767
2017-05-03 10:37:22.140753,28.95535659790039,26.977083206176758,40.12956619262695,999.134033203125,10.126853397452983,70.34507448844512,112.70967115509688,-24.363265991210938,6.491528511047363,47.045413970947266,-0.0007405069191008806,0.012625213712453842,0.006336118094623089,0.0010654032230377197,0.002446100115776062,-4.056934267282486e-05
2017-05-03 10:37:53.364842,29.069196701049805,26.995834350585938,40.55622100830078,999.15966796875,11.21844313154702,69.7818980706209,111.55404412866575,-25.135692596435547,6.990512847900391,46.30050277709961,-0.0007405069191008806,0.012625213712453842,0.007067208644002676,0.0007301867008209229,0.0006079450249671936,0.00026197172701358795
2017-05-03 10:38:16.460796,28.97433090209961,26.991666793823242,39.665809631347656,999.15966796875,11.326598323280525,70.85449731750136,113.77488696748456,-25.99833106994629,7.628026008605957,46.021087646484375,-0.0007405069191008806,0.013596383854746819,0.006336118094623089,0.0018485188484191895,-0.003931008279323578,0.0009103333577513695
2017-05-03 10:38:34.879718,29.03125,27.0,39.84760284423828,999.171142578125,9.764099489312667,71.70119488777281,115.1845014083918,-26.833114624023438,8.57979965209961,46.28120040893555,-0.0012341781985014677,0.012868006713688374,0.00682351179420948,-0.0002903193235397339,-0.0008539557456970215,0.00025485362857580185
2017-05-03 10:38:52.458825,28.95535659790039,27.0,39.8809928894043,999.125732421875,9.017329294145785,69.8437795845012,117.92148115222096,-27.242481231689453,8.866165161132812,45.95497131347656,-0.0007405069191008806,0.01383917685598135,0.007798299193382263,-0.002018660306930542,0.0021261125802993774,0.0008540544658899307
2017-05-03 10:39:05.066774,29.03125,27.014583587646484,39.94406509399414,999.166015625,9.555160587507391,68.17904391771566,117.9012228111427,-27.701871871948242,9.22889232635498,45.75033950805664,-0.0009873425588011742,0.012868006713688374,0.006092421244829893,0.0020278096199035645,0.0017809122800827026,-1.3920478522777557e-05
2017-05-03 10:39:26.246084,29.08816909790039,27.018749237060547,40.01084518432617,999.170166015625,9.78677315603617,69.02602835593225,114.9376856925442,-28.588403701782227,9.303449630737305,45.4739990234375,-0.0007405069191008806,0.012868006713688374,0.008773086592555046,-0.002819344401359558,0.00023519247770309448,0.0002868426963686943
2017-05-03 10:39:49.003662,29.03125,27.037500381469727,40.1258544921875,999.158203125,6.880054673595722,70.80904923876409,117.53374497341768,-29.087377548217773,9.797085762023926,45.04092025756836,-0.0007405069191008806,0.01311079878360033,0.007798299193382263,0.00046043097972869873,0.0005201622843742371,-7.641874253749847e-05
2017-05-03 10:40:07.570695,29.05022430419922,27.041667938232422,40.240867614746094,999.142578125,7.203171286435161,69.67719810083376,116.71473699004144,-29.531984329223633,10.364781379699707,44.3609619140625,-0.0004936712794005871,0.012382421642541885,0.0065798149444162846,-0.001306876540184021,-4.059821367263794e-05,0.000543828122317791
2017-05-03 10:40:24.135262,29.14508819580078,27.049999237060547,40.38555908203125,999.132080078125,5.7048758037786,67.49166050983474,116.20396178352955,-30.004175186157227,10.534296989440918,44.38779067993164,-0.0007405069191008806,0.011896836571395397,0.006092421244829893,-0.0006460994482040405,-0.0023914724588394165,0.0008184881880879402
2017-05-03 10:40:49.475947,29.1640625,27.072917938232422,40.37071990966797,999.146728515625,7.599719263041408,72.84960240425124,119.27575740047276,-30.570985794067383,10.97409439086914,44.070743560791016,-0.0014810138382017612,0.012139628641307354,0.00682351179420948,0.001630246639251709,0.0023768767714500427,0.0005240067839622498
2017-05-03 10:41:14.812764,29.05022430419922,27.083332061767578,40.237159729003906,999.1513671875,7.163323962817307,71.09643627828154,120.93437321776197,-31.4266414642334,11.511347770690918,43.980751037597656,-0.00024683563970029354,0.01383917685598135,0.00682351179420948,0.0036992281675338745,0.00021788477897644043,-0.0006616609171032906
2017-05-03 10:41:42.751547,29.01227569580078,27.097915649414062,40.47460174560547,999.148681640625,6.482670852589795,73.4018641797818,119.28174064618568,-32.41228103637695,11.579400062561035,43.5000114440918,-0.0004936712794005871,0.01311079878360033,0.0075546023435890675,-0.0012284517288208008,0.0012036636471748352,-0.00037787575274705887
2017-05-03 10:42:02.402767,29.10714340209961,27.09583282470703,39.79566192626953,999.143310546875,6.452679918831092,73.36997402654701,121.62457749377009,-32.95484924316406,11.797444343566895,43.06568908691406,-0.0009873425588011742,0.014324761927127838,0.005605027545243502,0.003852531313896179,-0.0012376010417938232,0.0014339713379740715
